Job ID,Agency,Posting Type,Total Positions,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
526075,DEPARTMENT OF CORRECTION,External,7,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),54100,62215,Annual,Astoria,TBD,Required,3/8/23,2023
587083,DEPARTMENT OF FINANCE,External,20,Pending Classification-2,M1,Constituent Services & Community Programs,P,Experienced (non-manager),57.99,57.99,Hourly,John Street,40 hours per week,Not required,11/1/23,2023
527430,DEPARTMENT OF CORRECTION,External,4,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),38333,44083,Annual,Astoria,TBD,Required,1/4/23,2023
606817,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),74730,161534,Annual,Corona,35 Hours Per Week,Required,11/27/23,2023
613707,NYC HOUSING AUTHORITY,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),29.98,31.16,Hourly,Central Park ,TBD,Not required,11/20/23,2023
541024,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),130000,180000,Annual,Corona,35 Hours Per Week,Not required,5/30/23,2023
591792,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),61206,97919,Annual,28th Street,TBD,Required,8/4/23,2023
590565,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),60718,90773,Annual,28th Street,TBD,Required,9/18/23,2023
612254,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),61237,70422,Annual,Queens,TBD,Required,11/2/23,2023
613253,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,64922,144066,Annual,Queens,TBD,Required,11/6/23,2023
605823,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),43728,68645,Annual,28th Street,TBD,Required,9/18/23,2023
594242,DEPT OF PARKS & RECREATION,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),90000,95000,Annual,61TH Street,TBD,Not required,8/7/23,2023
561419,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),60718,90773,Annual,Corona,35 Hours Per Week,Required,12/14/22,2022
612427,CAMPAIGN FINANCE BOARD,Internal,1,Unclassified Service-6,M2,Administration & Human Resources,F,Executive,200000,252165,Annual,Church Street,TBD,Required,10/20/23,2023
598555,DEPARTMENT OF INVESTIGATION,Internal,1,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),47203,66052,Annual,Maiden Lane,TBD,Required,9/21/23,2023
607694,HRA/DEPT OF SOCIAL SERVICES,Internal,2,Non-Competitive-5,M0,Administration & Human Resources,F,Manager,59116,91768,Annual,Broadway,TBD,Required,11/9/23,2023
558012,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),0,75000,Annual,Manhattan,35 Hours Per Week,Not required,10/26/22,2022
561913,DEPT OF PARKS & RECREATION,External,20,Pending Classification-2,M1,Constituent Services & Community Programs,P,Experienced (non-manager),21.65,24.9,Hourly,Flushing Meadow,20 Hours Per Week,New York City residency is required.,6/6/23,2023
472791,NYC HOUSING AUTHORITY,External,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),56013,84862,Annual,VP Office,TBD,Not required,10/22/21,2021
590735,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,80931,208826,Annual,Harding Expressway,TBD,Not required,7/14/23,2023
569080,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),71742,82503,Annual,Brooklyn,TBD,Required,1/18/23,2023
611422,OFFICE OF THE COMPTROLLER,External,1,Non-Competitive-5,M0,"Finance, Accounting, & Procurement",F,Manager,110000,133900,Annual,Centre Street,TBD,Required,10/16/23,2023
590805,POLICE DEPARTMENT,External,1,Non-Competitive-5,M1,Legal Affairs,TBD,Experienced (non-manager),71423,107032,Annual,Police Plaza,TBD,Required,8/30/23,2023
490693,DEPARTMENT OF CORRECTION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),76408,91234,Annual,Astoria,TBD,Required,1/4/22,2022
540807,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),47418,69462,Annual,Staten Islands,TBD,Required,10/25/22,2022
519102,DEPARTMENT OF CORRECTION,External,8,Non-Competitive-5,M0,"Public Safety, Inspections, & Enforcement",F,Manager,150000,175000,Annual,Hazen Street,TBD,Required,2/4/22,2022
581016,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),54100,65000,Annual,Water Street,TBD,Required,4/5/23,2023
614951,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),49033,52545,Annual,First Avenue,TBD,Required,11/14/23,2023
609971,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),92301,106146,Annual,28th Street,TBD,Required,10/6/23,2023
615040,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),51528,59257,Annual,28th Street,TBD,Required,11/8/23,2023
582933,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M2,Administration & Human Resources,F,Executive,175000,208826,Annual,Corona,35 Hours Per Week,Required,4/11/23,2023
556263,DEPT OF ENVIRONMENT PROTECTION,Internal,13,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),53345,75425,Annual,Corona,35 Hours Per Week,Required,1/31/23,2023
597592,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56313,64760,Annual,Staten Islands,TBD,Not required,8/17/23,2023
596880,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),59116,67983,Annual,28th Street,TBD,Required,8/22/23,2023
603057,POLICE DEPARTMENT,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),50475,70945,Annual,Staten Islands,TBD,Required,9/6/23,2023
605513,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,Pending Classification-2,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65000,74000,Annual,Cadman Plaza,40 hours per week,Required,10/30/23,2023
590359,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),66322,98830,Annual,28th Street,TBD,Required,8/18/23,2023
605344,NYC DEPT OF VETERANS' SERVICES,External,1,Non-Competitive-5,1,"Technology, Data & Innovation",P,Entry-Level,22.9267,28,Hourly,Centre Street,TBD,Hybrid,9/28/23,2023
573227,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,Administration & Human Resources,P,Experienced (non-manager),50972,82730,Annual,Water Street,TBD,Required,2/6/23,2023
604775,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,TBD,Experienced (non-manager),59116,81213,Annual,Queens,35 Hours Per Week,Required,9/15/23,2023
586349,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,80008,Annual,Water Street,35 Hours Per Week,Required,7/13/23,2023
580099,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),85000,90000,Annual,Manhattan,35 Hours Per Week,Not required,3/20/23,2023
611036,TECHNOLOGY & INNOVATION,Internal,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),80931,125000,Annual,Broadway,TBD,Required,11/13/23,2023
540482,BRONX DISTRICT ATTORNEY,External,20,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),75121,167610,Annual,Bronx,TBD,New York City residency is required.,7/18/23,2023
612753,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),56625,65000,Annual,Parsons Boulevard,TBD,Required,10/23/23,2023
604118,BRONX DISTRICT ATTORNEY,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),68500,68500,Annual,Bronx,TBD,Not required,9/11/23,2023
582606,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",P,Experienced (non-manager),75000,140000,Annual,Corona,35 Hours Per Week,Not required,6/21/23,2023
571649,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),51869,59649,Annual,Vanderbilt Avenue,40 hours per week,Not required,1/27/23,2023
598059,DEPT OF ENVIRONMENT PROTECTION,External,7,Competitive-1,1,"Technology, Data & Innovation",TBD,Entry-Level,62370,93587,Annual,Harding Expressway,35 Hours Per Week,Not required,8/13/23,2023
615692,BRONX DISTRICT ATTORNEY,External,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),51500,51500,Annual,Bronx,TBD,Not required,11/9/23,2023
590828,HRA/DEPT OF SOCIAL SERVICES,External,11,Competitive-1,M1,Social Services,F,Experienced (non-manager),41248,62333,Annual,Pearl Street,40 hours per week,Required,7/13/23,2023
551221,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,130000,Annual,Corona,35 Hours Per Week,Required,9/16/22,2022
615120,TECHNOLOGY & INNOVATION,External,2,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),73116,73116,Annual,Maiden Lane,TBD,Required,11/21/23,2023
603554,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,85147,Annual,Queens,35 Hours Per Week,Not required,10/4/23,2023
579916,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),75504,86830,Annual,Harding Expressway,35 Hours Per Week,Required,3/28/23,2023
595769,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),71985,102699,Annual,Harding Expressway,TBD,Required,8/11/23,2023
613495,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,Building Operations & Maintenance,F,Manager,95000,120000,Annual,Grahamsville.,TBD,Not required,10/27/23,2023
598926,DEPARTMENT FOR THE AGING,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,94882,Annual,Lafayette Street,TBD,Required,10/13/23,2023
560524,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),41483,47705,Annual,Harding Expressway,TBD,Required,11/14/22,2022
534116,ADMIN FOR CHILDREN'S SVCS,Internal,6,Competitive-1,M1,Social Services,F,Experienced (non-manager),86096,96000,Annual,William Street,TBD,Not required,6/29/22,2022
604015,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,1,Health,F,Entry-Level,35536,46104,Annual,26th Street,TBD,Required,10/17/23,2023
574993,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),56971,56971,Annual,First Avenue,TBD,Required,10/11/23,2023
607261,ADMIN TRIALS AND HEARINGS,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),39763,45728,Annual,John Street,TBD,Required,10/24/23,2023
592852,NYC HOUSING AUTHORITY,External,2,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),62370,93587,Annual,Program Management,TBD,Not required,10/30/23,2023
607649,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),60718,90773,Annual,28th Street,TBD,Required,10/23/23,2023
582397,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,Communications & Intergovernmental Affairs,F,Manager,80931,208826,Annual,Harding Expressway,TBD,Not required,4/23/23,2023
545088,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),61302,70497,Annual,Hazen Street,TBD,Not required,8/10/22,2022
604989,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,95110,Annual,Queens,35 Hours Per Week,Not required,9/20/23,2023
569483,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),58695,67499,Annual,World Trade Center,40 hours per week,Required,2/3/23,2023
572885,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,Communications & Intergovernmental Affairs,F,Manager,88936,223761,Annual,Harding Expressway,TBD,Not required,2/8/23,2023
600898,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,94882,Annual,28th Street,TBD,Required,9/11/23,2023
604229,NYC HOUSING AUTHORITY,External,1,Competitive-1,M0,Communications & Intergovernmental Affairs,TBD,Manager,72038,192152,Annual,Office Of Public Information,TBD,Not required,10/4/23,2023
585795,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,130000,Annual,Corona,35 Hours Per Week,Not required,6/26/23,2023
515337,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),64749,134280,Annual,Manhattan,TBD,Not required,2/14/22,2022
560933,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),75504,94761,Annual,Corona,TBD,Required,11/16/22,2022
599088,DEPARTMENT FOR THE AGING,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,67983,Annual,Lafayette Street,TBD,Required,9/29/23,2023
527788,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,1,"Policy, Research & Analysis",F,Entry-Level,33558,54820,Annual,Brooklyn,TBD,Not required,5/12/22,2022
540477,BRONX DISTRICT ATTORNEY,Internal,5,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),80440,167610,Annual,Bronx,TBD,New York City residency is required.,6/21/23,2023
551356,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),74730,130000,Annual,Corona,35 Hours Per Week,Required,9/16/22,2022
608029,COMMISSION ON RACIAL EQUITY,Internal,1,Pending Classification-2,M0,Administration & Human Resources,F,Manager,58700,114000,Annual,Broadway,TBD,New York City residency is required.,10/24/23,2023
589455,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Health,P,Experienced (non-manager),22.9267,27.37,Hourly,Cortlandt Street,TBD,Hybrid,10/24/23,2023
615135,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),42721,50000,Annual,28th Street,TBD,Required,11/6/23,2023
609680,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),41887,55316,Annual,Queens,35 Hours Per Week,Required,10/18/23,2023
605124,TAXI & LIMOUSINE COMMISSION,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,80000,Annual,Beaver Street,TBD,Required,9/25/23,2023
603622,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),73029,107348,Annual,Jamaica,TBD,Not required,9/11/23,2023
615323,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),94715,123051,Annual,28th Street,TBD,Required,11/16/23,2023
605968,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,90000,Annual,Broadway,35 Hours Per Week,Required,9/28/23,2023
595109,LAW DEPARTMENT,Internal,1,Competitive-1,M1,Administration & Human Resources,TBD,Experienced (non-manager),94715,136260,Annual,Church Street,TBD,Required,8/29/23,2023
583945,DEPARTMENT OF CITY PLANNING,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),65208,95993,Annual,Broadway,TBD,Required,11/8/23,2023
526450,DEPARTMENT OF CORRECTION,Internal,5,Competitive-1,M1,Social Services,F,Experienced (non-manager),47418,54531,Annual,Astoria,TBD,Required,1/4/23,2023
583124,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),65232,85000,Annual,Water Street,TBD,Required,4/20/23,2023
610652,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),64922,98000,Annual,28th Street,TBD,Required,10/13/23,2023
513665,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),36390,41848,Annual,Vanderbilt Avenue,40 hours per week,Required,7/15/22,2022
571835,HOUSING PRESERVATION & DVLPMNT,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),77921,77921,Annual,106 Street,TBD,Not required,1/27/23,2023
606803,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),70087,84805,Annual,Water Street,40 hours per week,Required,10/19/23,2023
597076,DEPT OF YOUTH & COMM DEV SRVS,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),64749,134280,Annual,Lafayette Street,35 Hours Per Week,Required,9/28/23,2023
597375,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,Competitive-1,M1,Health,F,Experienced (non-manager),38966,49189,Annual,NYC - All Boroughs,TBD,Required,8/8/23,2023
542029,BOROUGH PRESIDENT-QUEENS,Internal,1,Non-Competitive-5,1,Constituent Services & Community Programs,TBD,Entry-Level,38333,63794,Annual,Queens,TBD,Required,10/31/23,2023
607231,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,85147,Annual,Centre Street,TBD,Not required,11/16/23,2023
590253,BRONX DISTRICT ATTORNEY,External,16,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),50000,50000,Annual,Bronx,TBD,Not required,6/15/23,2023
606784,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,151810,Annual,Corona,35 Hours Per Week,Required,11/27/23,2023
587067,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,105000,Annual,Queens,35 Hours Per Week,Not required,8/8/23,2023
548701,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),94715,110000,Annual,World Trade Center,40 hours per week,Required,8/30/22,2022
592987,POLICE DEPARTMENT,Internal,1,Non-Competitive-5,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),37834.56,37834.56,Annual,Bronx,40 hours per week,Required,10/13/23,2023
607585,OFFICE OF THE COMPTROLLER,External,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),80000,90000,Annual,Centre Street,TBD,Not required,9/24/23,2023
606438,CONSUMER AND WORKER PROTECTION,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),71423,82137,Annual,Broadway,TBD,Not required,11/17/23,2023
612081,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),85000,95000,Annual,Gold Street,TBD,Not required,10/19/23,2023
595911,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70611,81203,Annual,World Trade Center,40 hours per week,Required,8/1/23,2023
599983,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),478,478,Daily,First Avenue,TBD,Required,8/29/23,2023
604826,TAXI & LIMOUSINE COMMISSION,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),71423,82137,Annual,LIC,TBD,Not required,9/15/23,2023
603994,DISTRICT ATTORNEY RICHMOND COU,Internal,1,Non-Competitive-5,1,Legal Affairs,F,Entry-Level,60000,65500,Annual,Staten Islands,TBD,Required,9/29/23,2023
611174,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),92301,106146,Annual,28th Street,TBD,Required,10/17/23,2023
609738,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,67983,Annual,NYC - All Boroughs,TBD,Required,10/10/23,2023
545694,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,145000,Annual,Manhattan,35 Hours Per Week,Not required,10/26/22,2022
614502,OFFICE OF CRIMINAL JUSTICE,Internal,1,Pending Classification-2,M0,Communications & Intergovernmental Affairs,F,Manager,58700,150000,Annual,Centre Street,TBD,Required,11/1/23,2023
606001,DEPT OF YOUTH & COMM DEV SRVS,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),89550,102982,Annual,Lafayette Street,35 Hours Per Week,Not required,9/28/23,2023
611676,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,1,Administration & Human Resources,F,Entry-Level,35895,53478,Annual,Centre Street,TBD,Not required,10/22/23,2023
597944,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),55816,83410,Annual,Brooklyn,TBD,Required,9/7/23,2023
616488,DEPT OF PARKS & RECREATION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),110000,120000,Annual,Flushing Meadow,TBD,New York City residency is required.,11/16/23,2023
598003,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),55873,80641,Annual,47TH Street,TBD,Required,8/30/23,2023
608065,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,94882,Annual,28th Street,TBD,Required,10/24/23,2023
596271,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),79798,92000,Annual,28th Street,TBD,Required,8/7/23,2023
596847,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),66042,102646,Annual,Harding Expressway,35 Hours Per Week,Required,8/13/23,2023
596884,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,1,Administration & Human Resources,F,Entry-Level,55000,60000,Annual,Greenwich Street,TBD,Required,8/4/23,2023
592835,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),474.04,474.04,Daily,Water Street,40 hours per week,Required,7/25/23,2023
590746,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,80931,208826,Annual,Harding Expressway,TBD,Not required,7/6/23,2023
556395,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),61391,78461,Annual,Corona,35 Hours Per Week,Required,12/23/22,2022
601149,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Harding Expressway,TBD,Not required,10/6/23,2023
608635,OFFICE OF EMERGENCY MANAGEMENT,External,1,Pending Classification-2,M1,"Policy, Research & Analysis",F,Experienced (non-manager),65000,72000,Annual,Cadman Plaza,40 hours per week,Required,11/9/23,2023
590743,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),59116,91768,Annual,Water Street,35 Hours Per Week,Required,7/6/23,2023
583602,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),102292,136988,Annual,World Trade Center,40 hours per week,Required,7/5/23,2023
584050,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Health,TBD,Experienced (non-manager),94283,108426,Annual,28th Street,TBD,Required,10/11/23,2023
571834,HOUSING PRESERVATION & DVLPMNT,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),65640,65640,Annual,Brooklyn,TBD,Not required,1/27/23,2023
599868,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),84451,84451,Annual,World Trade Center,40 hours per week,Required,9/7/23,2023
590622,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Non-Competitive-5,M0,Administration & Human Resources,F,Manager,58700,112000,Annual,World Trade Center,40 hours per week,Not required,10/26/23,2023
583057,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,0,"Engineering, Architecture, & Planning",F,Student,15.5,19.9,Hourly,Water Street,35 Hours Per Week,Hybrid,4/19/23,2023
548946,BRONX DISTRICT ATTORNEY,External,4,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),40554,40554,Annual,Bronx,TBD,Not required,9/19/23,2023
612480,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,62215,Annual,28th Street,TBD,Required,10/20/23,2023
511643,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),36390,58953,Annual,Pearl Street,TBD,Required,1/19/23,2023
610644,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),73579,111321,Annual,Staten Islands,TBD,Not required,10/22/23,2023
587861,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),62397,71757,Annual,World Trade Center,35 Hours Per Week,Not required,6/2/23,2023
596765,POLICE DEPARTMENT,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),41917,55543,Annual,Pearl Street,40 hours per week,Required,11/6/23,2023
