Job ID,Agency,Posting Type,Total Positions,Civil Service Title,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
585485,DEPT OF YOUTH & COMM DEV SRVS,External,1,ASSOCIATE CONTRACT SPECIALIST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60193,69222,Annual,Lafayette Street,PROCUREMENT,35 Hours Per Week,Required,8/8/23,2023
596805,DEPT OF DESIGN & CONSTRUCTION,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,67983,Annual,Queens,INFRASTRUCTURE/DESIGN/EXEC,35 Hours Per Week,Required,8/9/23,2023
593207,DEPT OF ENVIRONMENT PROTECTION,External,1,ADM CONSTRUCTION PRJ MGR-NM,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,159671,Annual,Staten Islands,UPSTATE CAPITAL CONSTR. - IFA,TBD,Not required,8/25/23,2023
616700,DEPT OF DESIGN & CONSTRUCTION,Internal,1,PROJECT MANAGER INTERN#,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56313,64760,Annual,Queens,Office Of Commissioner/Exec,TBD,Required,11/24/23,2023
597445,DEPARTMENT FOR THE AGING,External,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),80000,89879,Annual,Lafayette Street,Mental Health Iniatives,TBD,Not required,9/29/23,2023
616404,DEPT OF PARKS & RECREATION,External,1,MARINE MAINTENANCE MECHANIC,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,80000,85000,Annual,Flushing Meadow,QN MARINA,TBD, New York City residency is required. ,11/16/23,2023
608051,OFFICE OF RACIAL EQUITY,External,1,RESEARCH PROJECTS COORDINATOR,Pending Classification-2,M0,Constituent Services & Community Programs,F,Manager,0,100000,Annual,Broadway,Program Staff,TBD,New York City residency is required.,11/21/23,2023
608190,DEPT OF ENVIRONMENT PROTECTION,External,1,WATERSHED MAINTAINER,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,44838,51564,Annual,Grahamsville.,GRAHAMSVILLE - OF,TBD,Not required,10/22/23,2023
568586,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEERING INTERN,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51413,62260,Annual,Water Street,Quality Assurance,35 Hours Per Week,Not required,1/31/23,2023
590205,DEPARTMENT OF TRANSPORTATION,External,1,STAFF ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),53797,73243,Annual,Water Street,Grant Administration,40 hours per week,Required,6/23/23,2023
547920,FINANCIAL INFO SVCS AGENCY,External,1,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),90000,100000,Annual,Manhattan,OPS/Business Support,40 hours per week,Not required,8/25/22,2022
596773,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,M1,Health,F,Experienced (non-manager),75000,103000,Annual,28th Street,IT Strategy Project Management,TBD,Not required,11/2/23,2023
585249,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56972,123150,Annual,Queens,INFRA/PRGRM MGMT/F E P/DEP CO,35 Hours Per Week,Not required,7/19/23,2023
615102,HRA/DEPT OF SOCIAL SERVICES,Internal,11,ELIGIBILITY SPECIALIST,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),41248,47435,Annual,Jamaica,Constituent Services-NM,TBD,Required,11/6/23,2023
573785,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PUBLIC RECORDS OFFIC,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),61469,87863,Annual,38Th Street,Records and Archive Management,35 Hours Per Week,Required,7/10/23,2023
606356,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PUBLIC HEALTH SANITA,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),80513,118093,Annual,Corona,ENVIRONMENTAL HEALTH/SAFETY,40 hours per week,Required,11/27/23,2023
585392,HRA/DEPT OF SOCIAL SERVICES,External,1,COMPUTER ASSOC (TECH SUPP),Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),73507,84533,Annual,World Trade Center,Comm Affairs/Immigrant Svc-NM,40 hours per week,Required,8/23/23,2023
559711,ADMIN FOR CHILDREN'S SVCS,Internal,8,CHILD PROTECTIVE SPECIALIST SU,Competitive-1,M1,Social Services,F,Experienced (non-manager),86096,104372,Annual,William Street,DCP Quality Assurance,TBD,Not required,5/23/23,2023
582386,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,M0,Communications & Intergovernmental Affairs,F,Manager,80931,208826,Annual,Harding Expressway,PROJECT MANAGEMENT AND CONSTR.,TBD,Not required,4/23/23,2023
561352,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PUBLIC HEALTH S,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58700,173486,Annual,Harding Expressway,BWT - ADMINISTRATION/PERSONNEL,35 Hours Per Week,Required,12/20/22,2022
605927,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,M1,Social Services,F,Experienced (non-manager),58700,192152,Annual,16Th Street,Adult Protective Services-NM,TBD,Not required,9/29/23,2023
558223,DEPARTMENT OF TRANSPORTATION,Internal,3,ADM PROC ANAL-NM FRM M1-3,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,110000,Annual,Water Street,Acco Office,TBD,Required,11/2/22,2022
589944,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE JOB OPPORTUNITY SPEC,Competitive-1,M1,Social Services,TBD,Experienced (non-manager),66430,76394,Annual,Brooklyn,FIA Operations-NM,40 hours per week,Not required,7/28/23,2023
610187,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ASSOCIATE LABORATORY MICROBIOL,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),83815,95000,Annual,First Avenue,Microbiology,TBD,Required,11/3/23,2023
581068,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMIN ARCHITECT (NON MGRL) M-1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),53702,105000,Annual,Queens,Pub Bldgs/A&E/Architecture,35 Hours Per Week,Not required,11/16/23,2023
608832,TAXI & LIMOUSINE COMMISSION,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),33297,52194,Annual,LIC,Call Center,TBD,Required,9/29/23,2023
540619,FINANCIAL INFO SVCS AGENCY,External,1,TELECOMMUNICATIONS ASSOCIATE (,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),43392,58918,Annual,Manhattan,Ops/SS TS Data Ctr Ops-Shift D,20 Hours Per Week,Required,8/8/22,2022
616692,TAXI & LIMOUSINE COMMISSION,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),41887,52000,Annual,Beaver Street,Legal Affairs,TBD,Required,11/20/23,2023
608875,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CYBER SECURITY ANALYST,Competitive-1,M1,Health,F,Experienced (non-manager),54281,77250,Annual,26th Street,OCME - Information Technology,TBD,Required,9/29/23,2023
597890,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),94715,136260,Annual,Corona,FLEET ADMINISTRATION,35 Hours Per Week,Required,8/13/23,2023
609301,HRA/DEPT OF SOCIAL SERVICES,Internal,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,Queens,FIA Operations-NM,40 hours per week,Not required,10/3/23,2023
586706,DEPARTMENT OF TRANSPORTATION,Internal,1,BOOKKEEPER,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),49543,72239,Annual,Water Street,Security,TBD,Required,5/25/23,2023
575318,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),84451,113550,Annual,Harding Expressway,PROJECT MANAGEMENT OFFICE (PMO,TBD,Required,2/27/23,2023
614601,CAMPAIGN FINANCE BOARD,External,3,ANALYST CFB AL 2&3 ONLY,Pending Classification-2,M0,"Finance, Accounting, & Procurement",F,Manager,80000,80000,Annual,Church Street,Managerial,TBD,Required,11/6/23,2023
601179,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,Health,F,Experienced (non-manager),39763,50000,Annual,28th Street,Early Intervention,TBD,Required,9/1/23,2023
593217,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,159671,Annual,Staten Islands,UPSTATE CAPITAL CONSTR. - IFA,TBD,Not required,8/25/23,2023
612060,OFFICE OF CRIMINAL JUSTICE,Internal,1,EXECUTIVE AGENCY COUNSEL,Non-Competitive-5,M1,Legal Affairs,TBD,Experienced (non-manager),72038,175000,Annual,Broadway,ACP Staff,TBD,Not required,10/18/23,2023
598333,DEPARTMENT OF TRANSPORTATION,External,1,SENIOR IT ARCHITECT,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,180000,Annual,Water Street,IT & Telecom,TBD,Not required,8/22/23,2023
591746,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,M0,Social Services,F,Manager,72038,192152,Annual,Broadway,Center For Innovation-Mgr,40 hours per week,Required,7/7/23,2023
614760,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Building Operations & Maintenance,F,Experienced (non-manager),92301,121296,Annual, Walker Road,Catskill/Delaware UV Plant,TBD,Not required,11/27/23,2023
607407,DEPT. OF HOMELESS SERVICES,Internal,2,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,M0,Administration & Human Resources,F,Manager,72038,192152,Annual,Beaver Street,Adult Services,40 hours per week,Not required,11/22/23,2023
543344,NYC HOUSING AUTHORITY,External,7,ASSOCIATE LABOR RELATIONS ANAL,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),76294,76294,Annual,Office of Director,Financial Planning & Analysis,TBD,Not required,10/13/22,2022
608913,OFFICE OF MANAGEMENT & BUDGET,Internal,1,BUDGET ANALYST (OMB)-MANAGERIA,Pending Classification-2,M2,"Finance, Accounting, & Procurement",F,Executive,141766,141766,Annual,Greenwich Street,Health Task Force (MGRL),TBD,Required,9/29/23,2023
591882,DEPARTMENT OF TRANSPORTATION,External,5,CLIMBER & PRUNER,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),60981,75500,Annual,Queens,ART (Kew Loop/Maint Landscape),40 Hours Per Week,Not required,8/24/23,2023
593645,DEPT. OF HOMELESS SERVICES,Internal,1,MOTOR VEHICLE SUPERVISOR,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),55088,63351,Annual,Brooklyn,Administrative Services,40 hours per week,Required,9/18/23,2023
588960,DEPT OF DESIGN & CONSTRUCTION,External,1,SURVEYOR,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,119554,Annual,Queens,SSS/Land Surveyng,35 Hours Per Week,Not required,9/8/23,2023
595353,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,LABORATORY ASSOCIATE,Competitive-1,1,Health,F,Entry-Level,45445,51728,Annual,First Avenue,OCME - Toxicology,TBD,Required,10/18/23,2023
614776,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PUBLIC HEALTH SANITA,Competitive-1,M1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),80513,118093,Annual,Bronx,EHS - SUTTON PARK - OZ,TBD,Required,11/27/23,2023
611168,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),70087,70087,Annual,47TH Street,Public Health Engineering,TBD,Required,10/17/23,2023
595776,DEPT OF DESIGN & CONSTRUCTION,External,1,IT PROJECT SPECIALIST,Pending Classification-2,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,90000,Annual,Queens,T+I/APPLICATIONS DEVELOPMENT,35 Hours Per Week,Not required,8/9/23,2023
571316,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENGINEERING TECHNICIAN,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56069,64479,Annual,38Th Street,QUALITY ASSURANCE,TBD,Required,1/30/23,2023
597343,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT COMMISSIONER (DEP),Non-Competitive-5,M0,Administration & Human Resources,F,Manager,175000,215000,Annual,Corona,COMMISSIONERS OFFICE,35 Hours Per Week,Required,8/11/23,2023
578057,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,94715,136260,Annual,Corona,ADMINISTRATION,35 Hours Per Week,Required,8/7/23,2023
587616,LAW DEPARTMENT,Internal,10,PARALEGAL AIDE,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),43197,60449,Annual,Church Street,Tort: New York,35 Hours Per Week,Required,8/25/23,2023
601038,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SUPERVISING PUBLIC HEALTH ADVI,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59301,68196,Annual,28th Street,HIV Programs,TBD,Required,8/29/23,2023
591189,ADMIN FOR CHILDREN'S SVCS,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),70087,84805,Annual,NYC - All Boroughs,Office of Referral Mgmt (DPS),TBD,Required,11/9/23,2023
604216,LAW DEPARTMENT,External,1,EXECUTIVE PROGRAM SPECIALIST (,Pending Classification-2,M1,Communications & Intergovernmental Affairs,TBD,Experienced (non-manager),63301,252165,Annual,Church Street,Executive,TBD,TBD,10/23/23,2023
592569,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Health,F,Experienced (non-manager),59116,62215,Annual,28th Street,Mental Health,TBD,Required,10/24/23,2023
616191,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ASSOCIATE PUBLIC INFORMATION,Competitive-1,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),61354,69330,Annual,47TH Street,World Trde Centr Hlth Registry,TBD,Required,11/14/23,2023
588918,TAXI & LIMOUSINE COMMISSION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),92301,105000,Annual,Beaver Street,Management Information Systems,TBD,Required,6/1/23,2023
586459,DEPT OF DESIGN & CONSTRUCTION,Internal,1,IT PROJECT SPECIALIST,Pending Classification-2,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),75000,118063,Annual,Queens,PROJ CNTRLS/SCHEDULE MGMT,35 Hours Per Week,Not required,9/14/23,2023
600823,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Health,F,Experienced (non-manager),92301,102052,Annual,Worth Street.,Environ Surveillance & Policy,TBD,Required,9/19/23,2023
587962,HRA/DEPT OF SOCIAL SERVICES,External,1,ADM HOUSING DEV SPEC(NON MGRL),Competitive-1,M1,Social Services,F,Experienced (non-manager),56972,155020,Annual,World Trade Center,Legal Assist Initiative NM,40 hours per week,Required,10/17/23,2023
606493,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CONSULTANT (PUBLIC HEALTH-SOCI,Competitive-1,M1,Health Social Services,F,Experienced (non-manager),72603,89698,Annual,Worth Street.,Mental Health,TBD,Required,9/21/23,2023
560439,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",TBD,Experienced (non-manager),70611,105138,Annual,Harding Expressway,BWT/CONTRACT ADMIN./BUDGET,35 Hours Per Week,Required,11/16/22,2022
592100,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),92301,121296,Annual,Harding Expressway,OFFICE OF ENERGY / PERFORMANCE,35 Hours Per Week,Required,7/14/23,2023
614242,CAMPAIGN FINANCE BOARD,External,1,ANALYST CFB AL 2&3 ONLY,Pending Classification-2,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),80000,100000,Annual,Church Street,Managerial,TBD,Required,11/1/23,2023
598942,DEPT OF ENVIRONMENT PROTECTION,External,2,ASSOCIATE URBAN DESIGNER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),85210,129168,Annual,Harding Expressway,ARCHITECTURAL DESIGN,TBD,Required,8/24/23,2023
601023,DEPT OF DESIGN & CONSTRUCTION,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,0,"Engineering, Architecture, & Planning",P,Student,15.5,16,Hourly,Queens,PROJ CNTRLS/SCHEDULE MGMT,TBD,Hybrid,9/11/23,2023
591148,DEPARTMENT OF TRANSPORTATION,Internal,1,TRANSPORTATION SPECIALIST,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,107227,Annual,Water Street,Office of Bicycle/Pedes Prgms,35 Hours Per Week,Required,8/21/23,2023
599208,POLICE DEPARTMENT,External,1,FITNESS INSTRUCTOR,Competitive-1,M1,Health,F,Experienced (non-manager),50475,70945,Annual,Staten Islands,Candidate Assessment DV/CV,TBD,Required,10/20/23,2023
594002,HRA/DEPT OF SOCIAL SERVICES,Internal,1,INVESTIGATOR(DISCP)(ONLY FOR P,Pending Classification-2,M1,Administration & Human Resources,F,Experienced (non-manager),65797,98152,Annual,World Trade Center,Administrator/Commissioner-NM,40 hours per week,Required,11/16/23,2023
606690,DEPT OF DESIGN & CONSTRUCTION,Internal,1,CONSTRUCTION PROJECT MANAGER,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,74041,85147,Annual,Queens,INFRA/CONST.MGMT3/MAN/SEC2,35 Hours Per Week,Not required,9/26/23,2023
590437,DEPT. OF HOMELESS SERVICES,Internal,1,SHEET METAL WORKER,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,57.92,57.92,Hourly,Brooklyn,"Facilities, Maint and Repair",40 hours per week,Hybrid,6/16/23,2023
615686,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,92301,114637,Annual,28th Street,Immunization Registry,TBD,Required,11/15/23,2023
602874,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Health,F,Experienced (non-manager),41887,52000,Annual,28th Street,Early Intervention,TBD,Required,10/20/23,2023
610663,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,77097,Annual,28th Street,HIV Programs,TBD,Required,10/12/23,2023
606060,MAYORS OFFICE OF CONTRACT SVCS,External,1,RESEARCH PROJECTS COOR(MA)-MGR,Pending Classification-2,M0,Constituent Services & Community Programs,F,Manager,140000,150000,Annual,Broadway,Agency Partners,TBD,Required,11/8/23,2023
597108,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,AGENCY ATTORNEY,Non-Competitive-5,M1,Health Legal Affairs,F,Experienced (non-manager),71423,90000,Annual,28th Street,Legal Affairs,TBD,Not required,9/5/23,2023
582502,DEPARTMENT OF TRANSPORTATION,External,1,SUMMER COLLEGE INTERN,Non-Competitive-5,0,"Engineering, Architecture, & Planning",F,Student,15,17.5,Hourly,Water Street,Quality Assurance,35 Hours Per Week,Hybrid,4/12/23,2023
598335,DEPARTMENT OF TRANSPORTATION,External,1,SENIOR IT ARCHITECT,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,180000,Annual,Water Street,IT & Telecom,TBD,Not required,8/21/23,2023
582767,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM PROC ANAL-NM FRM M1-3,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,151810,Annual,Harding Expressway,BWT - PROCUREMENT,35 Hours Per Week,Required,4/23/23,2023
591559,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMIN ARCHITECT (NON MGRL) M-1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,129393,Annual,Queens,OFFICE OF COMMISSIONER/APD,35 Hours Per Week,Not required,10/13/23,2023
615083,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),82506,94882,Annual,Worth Street.,Child Care,TBD,Required,11/14/23,2023
609630,DEPT OF DESIGN & CONSTRUCTION,Internal,10,CIVIL ENGINEERING INTERN,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56181,64608,Annual,Queens,INFRASTRUCTURE/DESIGN/EXEC,35 Hours Per Week,Not required,10/5/23,2023
542027,FINANCIAL INFO SVCS AGENCY,External,1,EXECUTIVE AGENCY COUNSEL,Non-Competitive-5,M2,"Technology, Data & Innovation ",F,Executive,58700,130000,Annual,Manhattan,ADM/Legal,35 Hours Per Week,Required,9/9/22,2022
567427,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),105000,120000,Annual,Manhattan,Ops/Business Sup Mgmt,35 Hours Per Week,Not required,2/9/23,2023
599211,OFFICE OF LABOR RELATIONS,External,2,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),59116,91768,Annual,Cortlandt Street,Central Eap,TBD,Required,9/14/23,2023
567108,FINANCIAL INFO SVCS AGENCY,External,1,IT SECURITY SPECIALIST,Non-Competitive-5,M1,"Technology, Data & Innovation",TBD,Experienced (non-manager),150000,160000,Annual,Manhattan,Ops/Operations Sup Mgmt,35 Hours Per Week,Not required,1/5/23,2023
606855,OFFICE OF MANAGEMENT & BUDGET,External,1,BUDGET ANALYST (OMB),Pending Classification-2,1,"Finance, Accounting, & Procurement",F,Entry-Level,51550,73806,Annual,Greenwich Street,General Counsels Office,TBD,Required,9/22/23,2023
539031,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),70611,105138,Annual,World Trade Center,Employment/Contract Svcs-NM,TBD,Required,5/4/23,2023
582696,BRONX DISTRICT ATTORNEY,Internal,1,ASSISTANT DISTRICT ATTORNEY (S,Exempt-4,M0,Legal Affairs,F,Manager,135000,165000,Annual,Bronx,Assistant District Attorney,TBD,New York City residency is required.,4/10/23,2023
576079,FIRE DEPARTMENT,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,M0,"Technology, Data & Innovation ",F,Manager,64922,173486,Annual,Brooklyn,Mgt. Info. Systems & Review,TBD,Not required,3/9/23,2023
607894,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,ARCHITECT,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,113240,Annual,Centre Street,Res/Design & Proj Mgmt,TBD,Not required,11/27/23,2023
606169,DEPARTMENT OF TRANSPORTATION,Internal,1,CIVIL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,107227,Annual,Water Street,Quality Assurance,35 Hours Per Week,Not required,11/14/23,2023
614933,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SUPERVISOR II SOCIAL WORK,Competitive-1,M1,Social Services,F,Experienced (non-manager),72603,89360,Annual,28th Street,MH - Assisted out Treatment,TBD,Required,11/21/23,2023
565643,DEPARTMENT OF TRANSPORTATION,Internal,3,ASSISTANT CIVIL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Water Street,Bridges Roadways,35 Hours Per Week,Not required,12/26/22,2022
590153,OFF OF PAYROLL ADMINISTRATION,External,1,PUBLIC RECORDS OFFICER,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),48181,69222,Annual,Manhattan,Special Projects,35 Hours Per Week,Required,6/14/23,2023
609318,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,Brooklyn,FIA Operations-NM,40 hours per week,Not required,10/3/23,2023
586279,OFF OF PAYROLL ADMINISTRATION,Internal,1,PROCUREMENT ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60010,100875,Annual,Manhattan,Procurement Services,35 Hours Per Week,Required,5/10/23,2023
545183,FINANCIAL INFO SVCS AGENCY,Internal,1,SENIOR IT ARCHITECT,Non-Competitive-5,M1,"Technology, Data & Innovation",TBD,Experienced (non-manager),100000,105000,Annual,Manhattan,Ops/FS/Tech Sys/FMS Reporting,40 hours per week,Not required,8/24/22,2022
607399,OFFICE OF THE COMPTROLLER,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,145000,155000,Annual,Centre Street,Information Systems,TBD,Not required,9/26/23,2023
609860,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,Garrison Avenue,FIA Operations-NM,40 hours per week,Not required,10/5/23,2023
599813,HRA/DEPT OF SOCIAL SERVICES,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,91768,Annual,World Trade Center,Office Of Legal Affairs-NM,40 hours per week,Required,10/17/23,2023
596449,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,River Road,UPSTATE CAPITAL CONSTR. - IFA,TBD,Not required,8/11/23,2023
606346,DEPARTMENT FOR THE AGING,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),70611,81203,Annual,Lafayette Street,Human Resources,TBD,Required,9/29/23,2023
606798,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),94715,136260,Annual,Corona,FLEET ADMINISTRATION,35 Hours Per Week,Required,11/27/23,2023
